"sistema_u_otro","grupo","categoria","subcategoria","total","tasa_mortalidad"
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Otros trastornos de los tejidos blandos","Trastornos fibroblásticos","TRASTORNO FIBROBLÁSTICO NO ESPECIFICADO",1,0.00508172351531476
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Otros trastornos del sistema osteomuscular y del tejido conjuntivo","Otras deformidades adquiridas del sistema osteomuscular y del tejido conjuntivo","DEFORMIDAD ADQUIRIDA DE LA PELVIS",1,0.00508172351531476
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Poliartropatías inflamatorias","Artritis juvenil","ARTRITIS REUMATOIDE JUVENIL",1,0.00508172351531476
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Poliartropatías inflamatorias","Artritis reumatoide seropositiva","ARTRITIS REUMATOIDE CON COMPROMISO DE OTROS ÓRGANOS O SISTEMAS",1,0.00508172351531476
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Poliartropatías inflamatorias","Artritis reumatoide seropositiva","ARTRITIS REUMATOIDEA SEROPOSITIVA SIN OTRA ESPECIFICACION",2,0.0101634470306295
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Poliartropatías inflamatorias","Artritis reumatoide seropositiva","ENFERMEDAD REUMATOIDE DEL PULMÓN",5,0.0254086175765738
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Poliartropatías inflamatorias","Artritis reumatoide seropositiva","VASCULITIS REUMATOIDE",1,0.00508172351531476
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Poliartropatías inflamatorias","Gota","GOTA IDIOPATICA",1,0.00508172351531476
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Poliartropatías inflamatorias","Gota","GOTA NO ESPECIFICADA",1,0.00508172351531476
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Poliartropatías inflamatorias","Otras artritis","ARTRITIS NO ESPECIFICADA",6,0.0304903410918886
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Poliartropatías inflamatorias","Otras artritis","POLIARTRITIS NO ESPECIFICADA",1,0.00508172351531476
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Poliartropatías inflamatorias","Otras artritis reumatoides","ARTRITIS REUMATOIDE NO ESPECIFICADA",84,0.42686477528644
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Poliartropatías inflamatorias","Otras artritis reumatoides","ENFERMEDAD DE STILL DE COMIENZO EN EL ADULTO",2,0.0101634470306295
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos de la densidad y de la estructura óseas","Osteoporosis con fractura patológica","OSTEOPOROSIS NO ESPECIFICADA CON FRACTURA PATOLÓGICA",3,0.0152451705459443
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos de la densidad y de la estructura óseas","Osteoporosis sin fractura patológica","OSTEOPOROSIS NO ESPECIFICADA SIN FRACTURA PATOLÓGICA",4,0.0203268940612591
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos de la densidad y de la estructura óseas","Trastornos de la continuidad del hueso","FRACTURA PATOLÓGICA NO CLASIFICADA EN OTRA PARTE",2,0.0101634470306295
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos de los músculos","Miositis","MIOSITIS INFECCIOSA",1,0.00508172351531476
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos de los músculos","Miositis","MIOSITIS NO ESPECIFICADA",1,0.00508172351531476
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos de los músculos","Otros trastornos de los músculos","ATROFIA Y DESGASTE MUSCULARES NO CLASIFICADOS EN OTRA PARTE",3,0.0152451705459443
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos de los músculos","Otros trastornos de los músculos","DIÁSTASIS DE MÚSCULO",1,0.00508172351531476
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos de los músculos","Otros trastornos de los músculos","DISTENSIÓN MUSCULAR",1,0.00508172351531476
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos de los músculos","Otros trastornos de los músculos","INFARTO ISQUÉMICO DE MÚSCULO",1,0.00508172351531476
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos de los músculos","Otros trastornos de los músculos","OTROS TRASTORNOS ESPECIFICADOS DE LOS MÚSCULOS",10,0.0508172351531476
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos de los músculos","Otros trastornos de los músculos","SÍNDROME DE INMOVILIDAD (PARAPLÉJICO)",16,0.0813075762450362
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos de los músculos","Otros trastornos de los músculos","TRASTORNO MUSCULAR NO ESPECIFICADO",1,0.00508172351531476
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos de los tendones y de la sinovia","Sinovitis y tenosinovitis","OTRAS (TENO)SINOVITIS INFECCIOSAS",1,0.00508172351531476
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos sistémicos del tejido conjuntivo","Dermatopolimiositis","OTRAS DERMATOMIOSITIS",8,0.0406537881225181
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos sistémicos del tejido conjuntivo","Dermatopolimiositis","POLIMIOSITIS",7,0.0355720646072034
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos sistémicos del tejido conjuntivo","Esclerosis sistémica","ESCLEROSIS SISTEMICA NO ESPECIFICADA",12,0.0609806821837772
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos sistémicos del tejido conjuntivo","Esclerosis sistémica","ESCLEROSIS SISTEMICA PROGRESIVA",1,0.00508172351531476
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos sistémicos del tejido conjuntivo","Esclerosis sistémica","OTRAS FORMAS DE ESCLEROSIS SISTEMICA",16,0.0813075762450362
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos sistémicos del tejido conjuntivo","Lupus eritematoso sistémico","LUPUS ERITEMATOSO SISTEMICO CON COMPROMISO DE ÓRGANOS O SISTEMAS",13,0.0660624056990919
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos sistémicos del tejido conjuntivo","Lupus eritematoso sistémico","LUPUS ERITEMATOSO SISTEMICO SIN OTRA ESPECIFICACION",42,0.21343238764322
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos sistémicos del tejido conjuntivo","Otras vasculopatías necrotizantes","ANGEITIS DEBIDA A HIPERSENSIBILIDAD",12,0.0609806821837772
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos sistémicos del tejido conjuntivo","Otras vasculopatías necrotizantes","GRANULOMATOSIS DE WEGENER",3,0.0152451705459443
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos sistémicos del tejido conjuntivo","Otras vasculopatías necrotizantes","MICROANGIOPATIA TROMBOTICA",7,0.0355720646072034
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos sistémicos del tejido conjuntivo","Otras vasculopatías necrotizantes","OTRAS VASCULOPATIAS NECROTIZANTES ESPECIFICADAS",2,0.0101634470306295
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos sistémicos del tejido conjuntivo","Otras vasculopatías necrotizantes","POLIANGIÍTIS MICROSCÓPICA",2,0.0101634470306295
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos sistémicos del tejido conjuntivo","Otras vasculopatías necrotizantes","SINDROME DEL CAYADO DE LA AORTA (TAKAYASU)",1,0.00508172351531476
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos sistémicos del tejido conjuntivo","Otro compromiso sistémico del tejido conjuntivo","COMPROMISO SISTEMICO DEL TEJIDO CONJUNTIVO NO ESPECIFICADO",17,0.086389299760351
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos sistémicos del tejido conjuntivo","Otro compromiso sistémico del tejido conjuntivo","ENFERMEDAD DE BEHÇET",1,0.00508172351531476
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos sistémicos del tejido conjuntivo","Otro compromiso sistémico del tejido conjuntivo","OTRAS ENFERMEDADES ESPECIFICADAS CON COMPROMISO SISTEMICO DEL TEJIDO CONJUNTIVO",2,0.0101634470306295
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos sistémicos del tejido conjuntivo","Otro compromiso sistémico del tejido conjuntivo","OTROS SINDROMES SUPERPUESTOS",2,0.0101634470306295
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos sistémicos del tejido conjuntivo","Otro compromiso sistémico del tejido conjuntivo","POLIMIALGIA REUMATICA",1,0.00508172351531476
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos sistémicos del tejido conjuntivo","Otro compromiso sistémico del tejido conjuntivo","SINDROME SECO (SJÖGREN)",2,0.0101634470306295
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos sistémicos del tejido conjuntivo","Poliarteritis nudosa y afecciones relacionadas","POLIARTERITIS NUDOSA",1,0.00508172351531476
"Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos sistémicos del tejido conjuntivo","Poliarteritis nudosa y afecciones relacionadas","SINDROME MUCOCUTANEO LINFONODULAR (KAWASAKI)",2,0.0101634470306295
"Enfermedades del sistema respiratorio","Afecciones supurativas y necróticas de las vías respiratorias inferiores","Absceso del pulmón y del mediastino","ABSCESO DEL MEDIASTINO",1,0.00508172351531476
"Enfermedades del sistema respiratorio","Afecciones supurativas y necróticas de las vías respiratorias inferiores","Absceso del pulmón y del mediastino","ABSCESO DEL PULMÓN CON NEUMONIA",4,0.0203268940612591
"Enfermedades del sistema respiratorio","Afecciones supurativas y necróticas de las vías respiratorias inferiores","Absceso del pulmón y del mediastino","ABSCESO DEL PULMÓN SIN NEUMONIA",7,0.0355720646072034
"Enfermedades del sistema respiratorio","Afecciones supurativas y necróticas de las vías respiratorias inferiores","Absceso del pulmón y del mediastino","GANGRENA Y NECROSIS DEL PULMÓN",15,0.0762258527297215
"Enfermedades del sistema respiratorio","Afecciones supurativas y necróticas de las vías respiratorias inferiores","Piotórax","PIOTORAX CON FISTULA",5,0.0254086175765738
"Enfermedades del sistema respiratorio","Afecciones supurativas y necróticas de las vías respiratorias inferiores","Piotórax","PIOTORAX SIN FISTULA",39,0.198187217097276
"Enfermedades del sistema respiratorio","Enfermedades crónicas de las vías respiratorias inferiores","Asma","ASMA NO ESPECIFICADO",229,1.16371468500708
"Enfermedades del sistema respiratorio","Enfermedades crónicas de las vías respiratorias inferiores","Asma","ASMA PREDOMINANTEMENTE ALERGICA",1,0.00508172351531476
"Enfermedades del sistema respiratorio","Enfermedades crónicas de las vías respiratorias inferiores","Bronquiectasia","BRONQUIECTASIA",40,0.203268940612591
"Enfermedades del sistema respiratorio","Enfermedades crónicas de las vías respiratorias inferiores","Bronquitis crónica no especificada","BRONQUITIS CRONICA NO ESPECIFICADA",13,0.0660624056990919
"Enfermedades del sistema respiratorio","Enfermedades crónicas de las vías respiratorias inferiores","Bronquitis, no especificada como aguda o crónica","BRONQUITIS NO ESPECIFICADA COMO AGUDA O CRONICA",20,0.101634470306295
"Enfermedades del sistema respiratorio","Enfermedades crónicas de las vías respiratorias inferiores","Enfisema","ENFISEMA NO ESPECIFICADO",131,0.665705780506234
"Enfermedades del sistema respiratorio","Enfermedades crónicas de las vías respiratorias inferiores","Estado asmático","ESTADO ASMATICO",34,0.172778599520702
"Enfermedades del sistema respiratorio","Enfermedades crónicas de las vías respiratorias inferiores","Otras enfermedades pulmonares obstructivas crónicas","ENFERMEDAD PULMÓNAR OBSTRUCTIVA CRONICA C/INFECC. AG.DE VÍAS RESPIRATORIAS INFERIORES",530,2.69331346311683
"Enfermedades del sistema respiratorio","Enfermedades crónicas de las vías respiratorias inferiores","Otras enfermedades pulmonares obstructivas crónicas","ENFERMEDAD PULMÓNAR OBSTRUCTIVA CRONICA CON EXACERBACION AGUDA NO ESPECIFICADA",333,1.69221393059982
"Enfermedades del sistema respiratorio","Enfermedades crónicas de las vías respiratorias inferiores","Otras enfermedades pulmonares obstructivas crónicas","ENFERMEDAD PULMÓNAR OBSTRUCTIVA CRONICA NO ESPECIFICADA",1536,7.80552731952348
"Enfermedades del sistema respiratorio","Enfermedades crónicas de las vías respiratorias inferiores","Otras enfermedades pulmonares obstructivas crónicas","OTRAS ENFERMEDADES PULMÓNARES OBSTRUCTIVAS CRÓNICAS ESPECIFICADAS",40,0.203268940612591
"Enfermedades del sistema respiratorio","Enfermedades del pulmón debidas a agentes externos","Afecciones respiratorias debidas a inhalación de gases, humos, vapores y sustancias químicas","BRONQUITIS Y NEUMONITIS DEBIDAS A INHALACION DE GASES HUMOS VAPORES Y SUSTANCIAS QUÍMICAS",8,0.0406537881225181
"Enfermedades del sistema respiratorio","Enfermedades del pulmón debidas a agentes externos","Neumoconiosis debida a polvo de sílice","NEUMOCONIOSIS DEBIDA A OTROS POLVOS QUE CONTIENEN SILICE",45,0.228677558189164
"Enfermedades del sistema respiratorio","Enfermedades del pulmón debidas a agentes externos","Neumoconiosis debida al asbesto y a otras fibras minerales","NEUMOCONIOSIS DEBIDA AL ASBESTO Y A OTRAS FIBRAS MINERALES",3,0.0152451705459443
"Enfermedades del sistema respiratorio","Enfermedades del pulmón debidas a agentes externos","Neumoconiosis, no especificada","NEUMOCONIOSIS NO ESPECIFICADA",5,0.0254086175765738
"Enfermedades del sistema respiratorio","Enfermedades del pulmón debidas a agentes externos","Neumonitis debida a hipersensibilidad al polvo orgánico","NEUMONITIS DEBIDA A HIPERSENSIBILIDAD A POLVO ORGANICO NO ESPECIFICADO",7,0.0355720646072034
"Enfermedades del sistema respiratorio","Enfermedades del pulmón debidas a agentes externos","Neumonitis debida a sólidos y líquidos","NEUMONITIS DEBIDA A ASPIRACION DE ALIMENTO O VOMITO",1502,7.63274872000278
"Enfermedades del sistema respiratorio","Enfermedades del pulmón debidas a agentes externos","Neumonitis debida a sólidos y líquidos","NEUMONITIS DEBIDA A ASPIRACION DE OTROS SOLIDOS Y LIQUIDOS",1,0.00508172351531476
"Enfermedades del sistema respiratorio","Infecciones agudas de las vías respiratorias superiores","Amigdalitis aguda","AMIGDALITIS AGUDA NO ESPECIFICADA",2,0.0101634470306295
"Enfermedades del sistema respiratorio","Infecciones agudas de las vías respiratorias superiores","Faringitis aguda","FARINGITIS AGUDA NO ESPECIFICADA",1,0.00508172351531476
"Enfermedades del sistema respiratorio","Infecciones agudas de las vías respiratorias superiores","Laringitis y traqueítis agudas","LARINGITIS AGUDA",1,0.00508172351531476
"Enfermedades del sistema respiratorio","Infecciones agudas de las vías respiratorias superiores","Laringitis y traqueítis agudas","TRAQUEITIS AGUDA",1,0.00508172351531476
"Enfermedades del sistema respiratorio","Influenza [gripe] y neumonía","Influenza debida a virus de la influenza estacional identificado","INFLUENZA CON OTRAS MANIFESTACIONES RESPIRATORIAS DEBIDA A VIRUS DE LA INFLUENZA ESTACIONAL IDENTIFICADO",1,0.00508172351531476
"Enfermedades del sistema respiratorio","Influenza [gripe] y neumonía","Influenza debida a virus no identificado","INFLUENZA CON NEUMONIA VIRUS NO IDENTIFICADO",1,0.00508172351531476
"Enfermedades del sistema respiratorio","Influenza [gripe] y neumonía","Neumonía bacteriana, no clasificada en otra parte","NEUMONIA BACTERIANA NO ESPECIFICADA",523,2.65774139850962
"Enfermedades del sistema respiratorio","Influenza [gripe] y neumonía","Neumonía bacteriana, no clasificada en otra parte","NEUMONIA DEBIDA A ESTAFILOCOCOS",2,0.0101634470306295
"Enfermedades del sistema respiratorio","Influenza [gripe] y neumonía","Neumonía bacteriana, no clasificada en otra parte","NEUMONIA DEBIDA A KLEBSIELLA PNEUMONIAE",4,0.0203268940612591
"Enfermedades del sistema respiratorio","Influenza [gripe] y neumonía","Neumonía bacteriana, no clasificada en otra parte","NEUMONIA DEBIDA A OTROS ESTREPTOCOCOS",2,0.0101634470306295
"Enfermedades del sistema respiratorio","Influenza [gripe] y neumonía","Neumonía bacteriana, no clasificada en otra parte","NEUMONIA DEBIDA A PSEUDOMONAS",4,0.0203268940612591
"Enfermedades del sistema respiratorio","Influenza [gripe] y neumonía","Neumonía bacteriana, no clasificada en otra parte","OTRAS NEUMONIAS BACTERIANAS",1,0.00508172351531476
"Enfermedades del sistema respiratorio","Influenza [gripe] y neumonía","Neumonía debida a Haemophilus influenzae","NEUMONIA DEBIDA A HAEMOPHILUS INFLUENZAE",2,0.0101634470306295
"Enfermedades del sistema respiratorio","Influenza [gripe] y neumonía","Neumonía debida a Streptococcus pneumoniae","NEUMONIA DEBIDA A STREPTOCOCCUS PNEUMONIAE",3,0.0152451705459443
"Enfermedades del sistema respiratorio","Influenza [gripe] y neumonía","Neumonía viral, no clasificada en otra parte","NEUMONIA DEBIDA A ADENOVIRUS",1,0.00508172351531476
"Enfermedades del sistema respiratorio","Influenza [gripe] y neumonía","Neumonía viral, no clasificada en otra parte","NEUMONIA DEBIDA A OTROS VIRUS",1,0.00508172351531476
"Enfermedades del sistema respiratorio","Influenza [gripe] y neumonía","Neumonía viral, no clasificada en otra parte","NEUMONIA DEBIDA A VIRUS PARAINFLUENZA",2,0.0101634470306295
"Enfermedades del sistema respiratorio","Influenza [gripe] y neumonía","Neumonía viral, no clasificada en otra parte","NEUMONIA DEBIDA A VIRUS SINCICIAL RESPIRATORIO",4,0.0203268940612591
"Enfermedades del sistema respiratorio","Influenza [gripe] y neumonía","Neumonía viral, no clasificada en otra parte","NEUMONIA VIRAL NO ESPECIFICADA (VIRUS)",17,0.086389299760351
"Enfermedades del sistema respiratorio","Influenza [gripe] y neumonía","Neumonía, organismo no especificado","BRONCONEUMONIA NO ESPECIFICADA",191,0.97060919142512
"Enfermedades del sistema respiratorio","Influenza [gripe] y neumonía","Neumonía, organismo no especificado","NEUMONIA HIPOSTATICA NO ESPECIFICADA",117,0.594561651291827
"Enfermedades del sistema respiratorio","Influenza [gripe] y neumonía","Neumonía, organismo no especificado","NEUMONIA LOBAR NO ESPECIFICADA",110,0.558989586684624
"Enfermedades del sistema respiratorio","Influenza [gripe] y neumonía","Neumonía, organismo no especificado","NEUMONIA NO ESPECIFICADA",1942,9.86870706674127
"Enfermedades del sistema respiratorio","Influenza [gripe] y neumonía","Neumonía, organismo no especificado","OTRAS NEUMONIAS DE MICROORGANISMO NO ESPECIFICADO",10,0.0508172351531476
"Enfermedades del sistema respiratorio","Otras enfermedades de la pleura","Derrame pleural no clasificado en otra parte","DERRAME PLEURAL NO CLASIFICADO EN OTRA PARTE",109,0.553907863169309
"Enfermedades del sistema respiratorio","Otras enfermedades de la pleura","Neumotórax","NEUMOTORAX ESPONTANEO A PRESION",2,0.0101634470306295
"Enfermedades del sistema respiratorio","Otras enfermedades de la pleura","Neumotórax","NEUMOTORAX NO ESPECIFICADO",14,0.0711441292144067
"Enfermedades del sistema respiratorio","Otras enfermedades de la pleura","Neumotórax","OTROS NEUMOTORAX",1,0.00508172351531476
"Enfermedades del sistema respiratorio","Otras enfermedades de la pleura","Neumotórax","OTROS TIPOS DE NEUMOTORAX ESPONTANEO",4,0.0203268940612591
"Enfermedades del sistema respiratorio","Otras enfermedades de la pleura","Otras afecciones de la pleura","HEMOTORAX",14,0.0711441292144067
"Enfermedades del sistema respiratorio","Otras enfermedades de la pleura","Otras afecciones de la pleura","OTRAS AFECCIONES ESPECIFICADAS DE LA PLEURA",7,0.0355720646072034
"Enfermedades del sistema respiratorio","Otras enfermedades de la pleura","Paquipleuritis","PAQUIPLEURITIS CON ASBESTOSIS",1,0.00508172351531476
"Enfermedades del sistema respiratorio","Otras enfermedades de las vías respiratorias superiores","Absceso periamigdalino","ABSCESO PERIAMIGDALINO",3,0.0152451705459443
"Enfermedades del sistema respiratorio","Otras enfermedades de las vías respiratorias superiores","Enfermedades de las cuerdas vocales y de la laringe, no clasificadas en otra parte","EDEMA DE LARINGE",1,0.00508172351531476
"Enfermedades del sistema respiratorio","Otras enfermedades de las vías respiratorias superiores","Enfermedades de las cuerdas vocales y de la laringe, no clasificadas en otra parte","ESPASMO LARINGEO",3,0.0152451705459443
"Enfermedades del sistema respiratorio","Otras enfermedades de las vías respiratorias superiores","Enfermedades de las cuerdas vocales y de la laringe, no clasificadas en otra parte","ESTENOSIS LARINGEA",2,0.0101634470306295
"Enfermedades del sistema respiratorio","Otras enfermedades de las vías respiratorias superiores","Otras enfermedades de las vías respiratorias superiores","OTRAS ENFERMEDADES ESPECIFICADAS DE LAS VÍAS RESPIRATORIAS SUPERIORES",3,0.0152451705459443
"Enfermedades del sistema respiratorio","Otras enfermedades de las vías respiratorias superiores","Sinusitis crónica","OTRAS SINUSITIS CRONICAS",1,0.00508172351531476
"Enfermedades del sistema respiratorio","Otras enfermedades de las vías respiratorias superiores","Sinusitis crónica","SINUSITIS CRONICA NO ESPECIFICADA",1,0.00508172351531476
"Enfermedades del sistema respiratorio","Otras enfermedades del sistema respiratorio","Insuficiencia respiratoria, no clasificada en otra parte","INSUFICIENCIA RESPIRATORIA AGUDA",359,1.824338741998
"Enfermedades del sistema respiratorio","Otras enfermedades del sistema respiratorio","Insuficiencia respiratoria, no clasificada en otra parte","INSUFICIENCIA RESPIRATORIA CRONICA",16,0.0813075762450362
"Enfermedades del sistema respiratorio","Otras enfermedades del sistema respiratorio","Insuficiencia respiratoria, no clasificada en otra parte","INSUFICIENCIA RESPIRATORIA NO ESPECIFICADA",149,0.7571768037819
"Enfermedades del sistema respiratorio","Otras enfermedades del sistema respiratorio","Otras afecciones de la pleura","AFECCION PLEURAL NO ESPECIFICADA",1,0.00508172351531476
"Enfermedades del sistema respiratorio","Otras enfermedades del sistema respiratorio","Otros trastornos respiratorios","COLAPSO PULMÓNAR",19,0.0965527467909805
"Enfermedades del sistema respiratorio","Otras enfermedades del sistema respiratorio","Otros trastornos respiratorios","ENFERMEDADES DE LA TRÁQUEA Y DE LOS BRONQUIOS NO CLASIFICADAS EN OTRA PARTE",3,0.0152451705459443
"Enfermedades del sistema respiratorio","Otras enfermedades del sistema respiratorio","Otros trastornos respiratorios","ENFERMEDADES DEL MEDIASTINO NO CLASIFICADAS EN OTRA PARTE",16,0.0813075762450362
"Enfermedades del sistema respiratorio","Otras enfermedades del sistema respiratorio","Otros trastornos respiratorios","ENFISEMA INTERSTICIAL",2,0.0101634470306295
"Enfermedades del sistema respiratorio","Otras enfermedades del sistema respiratorio","Otros trastornos respiratorios","OTROS TRASTORNOS DEL PULMÓN",233,1.18404157906834
"Enfermedades del sistema respiratorio","Otras enfermedades del sistema respiratorio","Otros trastornos respiratorios","OTROS TRASTORNOS RESPIRATORIOS ESPECIFICADOS",239,1.21453192016023
"Enfermedades del sistema respiratorio","Otras enfermedades respiratorias que afectan principalmente al intersticio","Edema pulmonar","EDEMA PULMÓNAR",234,1.18912330258365
"Enfermedades del sistema respiratorio","Otras enfermedades respiratorias que afectan principalmente al intersticio","Otras enfermedades pulmonares intersticiales","ENFERMEDAD PULMÓNAR INTERSTICIAL NO ESPECIFICADA",80,0.406537881225181
"Enfermedades del sistema respiratorio","Otras enfermedades respiratorias que afectan principalmente al intersticio","Otras enfermedades pulmonares intersticiales","OTRAS ENFERMEDADES PULMÓNARES INTERSTICIALES CON FIBROSIS",1539,7.82077249006942
"Enfermedades del sistema respiratorio","Otras enfermedades respiratorias que afectan principalmente al intersticio","Síndrome de dificultad respiratoria del adulto","SINDROME DE DIFICULTAD RESPIRATORIA DEL ADULTO",43,0.218514111158535
"Enfermedades del sistema respiratorio","Otras infecciones agudas de las vías respiratorias inferiores","Bronquiolitis aguda","BRONQUIOLITIS AGUDA NO ESPECIFICADA",4,0.0203268940612591
"Enfermedades del sistema respiratorio","Otras infecciones agudas de las vías respiratorias inferiores","Bronquitis aguda","BRONQUITIS AGUDA NO ESPECIFICADO",57,0.289658240372942
"Enfermedades del sistema respiratorio","Otras infecciones agudas de las vías respiratorias inferiores","Infección aguda no especificada de las vías respiratorias inferiores","INFECCION AGUDA NO ESPECIFICADA DE LAS VÍAS RESPIRATORIAS INFERIORES",49,0.249004452250423
"Enfermedades endocrinas, nutricionales y metabólicas","Desnutrición","Desnutrición proteicocalórica de grado moderado y leve","DESNUTRICIÓN PROTEICOCALORICA MODERADA",3,0.0152451705459443
"Enfermedades endocrinas, nutricionales y metabólicas","Desnutrición","Desnutrición proteicocalórica severa, no especificada","DESNUTRICIÓN PROTEICOCALORICA SEVERA NO ESPECIFICADA",120,0.609806821837772
"Enfermedades endocrinas, nutricionales y metabólicas","Desnutrición","Desnutrición proteicocalórica, no especificada","DESNUTRICIÓN PROTEICOCALORICA NO ESPECIFICADA",180,0.914710232756658
"Enfermedades endocrinas, nutricionales y metabólicas","Desnutrición","Kwashiorkor","KWASHIORKOR",1,0.00508172351531476
"Enfermedades endocrinas, nutricionales y metabólicas","Desnutrición","Marasmo nutricional","MARASMO NUTRICIONAL",1,0.00508172351531476
"Enfermedades endocrinas, nutricionales y metabólicas","Diabetes mellitus","Diabetes mellitus asociada con desnutrición","DIABETES MELLITUS ASOCIADA CON DESNUTRICIÓN CON COMPLICACIONES CIRCULATORIAS PERIFÉRICAS",1,0.00508172351531476
"Enfermedades endocrinas, nutricionales y metabólicas","Diabetes mellitus","Diabetes mellitus asociada con desnutrición","DIABETES MELLITUS ASOCIADA CON DESNUTRICIÓN CON OTRAS COMPLICACIONES ESPECIFICADAS",3,0.0152451705459443
"Enfermedades endocrinas, nutricionales y metabólicas","Diabetes mellitus","Diabetes mellitus asociada con desnutrición","DIABETES MELLITUS ASOCIADA CON DESNUTRICIÓN SIN MENCIÓN DE COMPLICACIÓN",3,0.0152451705459443
"Enfermedades endocrinas, nutricionales y metabólicas","Diabetes mellitus","Diabetes mellitus insulinodependiente","DIABETES MELLITUS INSULINODEPENDIENTE CON CETOACIDOSIS",1,0.00508172351531476
"Enfermedades endocrinas, nutricionales y metabólicas","Diabetes mellitus","Diabetes mellitus insulinodependiente","DIABETES MELLITUS INSULINODEPENDIENTE CON COMA",1,0.00508172351531476
"Enfermedades endocrinas, nutricionales y metabólicas","Diabetes mellitus","Diabetes mellitus insulinodependiente","DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES CIRCULATORIAS PERIFÉRICAS",2,0.0101634470306295
"Enfermedades endocrinas, nutricionales y metabólicas","Diabetes mellitus","Diabetes mellitus insulinodependiente","DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES MÚLTIPLES",2,0.0101634470306295
"Enfermedades endocrinas, nutricionales y metabólicas","Diabetes mellitus","Diabetes mellitus insulinodependiente","DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES RENALES",9,0.0457355116378329
"Enfermedades endocrinas, nutricionales y metabólicas","Diabetes mellitus","Diabetes mellitus insulinodependiente","DIABETES MELLITUS INSULINODEPENDIENTE CON OTRAS COMPLICACIONES ESPECIFICADAS",14,0.0711441292144067
"Enfermedades endocrinas, nutricionales y metabólicas","Diabetes mellitus","Diabetes mellitus insulinodependiente","DIABETES MELLITUS INSULINODEPENDIENTE SIN MENCIÓN DE COMPLICACIÓN",23,0.11687964085224
"Enfermedades endocrinas, nutricionales y metabólicas","Diabetes mellitus","Diabetes mellitus no insulinodependiente","DIABETES MELLITUS NO INSULINODEPENDIENTE CON CETOACIDOSIS",48,0.243922728735109
"Enfermedades endocrinas, nutricionales y metabólicas","Diabetes mellitus","Diabetes mellitus no insulinodependiente","DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMA",30,0.152451705459443
