"sistema_u_otro","grupo","categoria","total","tasa_mortalidad"
"Enfermedades endocrinas, nutricionales y metabólicas","Desnutrición","Kwashiorkor",1,0.00508172351531476
"Enfermedades endocrinas, nutricionales y metabólicas","Desnutrición","Marasmo nutricional",1,0.00508172351531476
"Enfermedades endocrinas, nutricionales y metabólicas","Diabetes mellitus","Diabetes mellitus asociada con desnutrición",7,0.0355720646072034
"Enfermedades endocrinas, nutricionales y metabólicas","Diabetes mellitus","Diabetes mellitus insulinodependiente",52,0.264249622796368
"Enfermedades endocrinas, nutricionales y metabólicas","Diabetes mellitus","Diabetes mellitus no insulinodependiente",1958,9.95001464298631
"Enfermedades endocrinas, nutricionales y metabólicas","Diabetes mellitus","Diabetes mellitus, no especificada",1524,7.7445466373397
"Enfermedades endocrinas, nutricionales y metabólicas","Obesidad y otros tipos de hiperalimentación","Obesidad",151,0.767340250812529
"Enfermedades endocrinas, nutricionales y metabólicas","Otras deficiencias nutricionales","Deficiencia de niacina [pelagra]",1,0.00508172351531476
"Enfermedades endocrinas, nutricionales y metabólicas","Otras deficiencias nutricionales","Deficiencia de tiamina",7,0.0355720646072034
"Enfermedades endocrinas, nutricionales y metabólicas","Otras deficiencias nutricionales","Deficiencias de otras vitaminas del grupo B",1,0.00508172351531476
"Enfermedades endocrinas, nutricionales y metabólicas","Otros trastornos de la regulación de la glucosa y de la secreción interna del páncreas","Coma hipoglicémico no diabético",5,0.0254086175765738
"Enfermedades endocrinas, nutricionales y metabólicas","Otros trastornos de la regulación de la glucosa y de la secreción interna del páncreas","Otros trastornos de la secreción interna del páncreas",60,0.304903410918886
"Enfermedades endocrinas, nutricionales y metabólicas","Trastornos de la glándula tiroides","Otros bocios no tóxicos",3,0.0152451705459443
"Enfermedades endocrinas, nutricionales y metabólicas","Trastornos de la glándula tiroides","Otros hipotiroidismos",121,0.614888545353087
"Enfermedades endocrinas, nutricionales y metabólicas","Trastornos de la glándula tiroides","Tiroiditis",1,0.00508172351531476
"Enfermedades endocrinas, nutricionales y metabólicas","Trastornos de la glándula tiroides","Tirotoxicosis [hipertiroidismo]",9,0.0457355116378329
"Enfermedades endocrinas, nutricionales y metabólicas","Trastornos de otras glándulas endocrinas","Hiperfunción de la glándula hipófisis",1,0.00508172351531476
"Enfermedades endocrinas, nutricionales y metabólicas","Trastornos de otras glándulas endocrinas","Hiperparatiroidismo y otros trastornos de la glándula paratiroides",2,0.0101634470306295
"Enfermedades endocrinas, nutricionales y metabólicas","Trastornos de otras glándulas endocrinas","Hipofunción y otros trastornos de la glándula hipófisis",3,0.0152451705459443
"Enfermedades endocrinas, nutricionales y metabólicas","Trastornos de otras glándulas endocrinas","Hipoparatiroidismo",1,0.00508172351531476
"Enfermedades endocrinas, nutricionales y metabólicas","Trastornos de otras glándulas endocrinas","Otros trastornos  de la glándula suprarrenal",7,0.0355720646072034
"Enfermedades endocrinas, nutricionales y metabólicas","Trastornos de otras glándulas endocrinas","Otros trastornos endocrinos",1,0.00508172351531476
"Enfermedades endocrinas, nutricionales y metabólicas","Trastornos de otras glándulas endocrinas","Síndrome de Cushing",2,0.0101634470306295
"Enfermedades endocrinas, nutricionales y metabólicas","Trastornos metabólicos","Amiloidosis",38,0.193105493581961
"Enfermedades endocrinas, nutricionales y metabólicas","Trastornos metabólicos","Depleción del volumen",111,0.564071310199939
"Enfermedades endocrinas, nutricionales y metabólicas","Trastornos metabólicos","Fibrosis quística",21,0.10671619382161
"Enfermedades endocrinas, nutricionales y metabólicas","Trastornos metabólicos","Otros trastornos de los líquidos, de los electrólitos y del equilibrio ácido-básico",313,1.59057946029352
"Enfermedades endocrinas, nutricionales y metabólicas","Trastornos metabólicos","Otros trastornos del metabolismo de los aminoácidos",2,0.0101634470306295
"Enfermedades endocrinas, nutricionales y metabólicas","Trastornos metabólicos","Otros trastornos del metabolismo de los carbohidratos",2,0.0101634470306295
"Enfermedades endocrinas, nutricionales y metabólicas","Trastornos metabólicos","Otros trastornos metabólicos",46,0.233759281704479
"Enfermedades endocrinas, nutricionales y metabólicas","Trastornos metabólicos","Trastornos del metabolismo de las glucoproteínas",1,0.00508172351531476
"Enfermedades endocrinas, nutricionales y metabólicas","Trastornos metabólicos","Trastornos del metabolismo de las lipoproteínas y otras lipidemias",145,0.736849909720641
"Enfermedades endocrinas, nutricionales y metabólicas","Trastornos metabólicos","Trastornos del metabolismo de las porfirinas y de la bilirrubina",2,0.0101634470306295
"Enfermedades endocrinas, nutricionales y metabólicas","Trastornos metabólicos","Trastornos del metabolismo de los aminoácidos aromáticos",1,0.00508172351531476
"Enfermedades endocrinas, nutricionales y metabólicas","Trastornos metabólicos","Trastornos del metabolismo de los esfingolípidos y otros trastornos por almacenamiento de lípidos",6,0.0304903410918886
"Enfermedades endocrinas, nutricionales y metabólicas","Trastornos metabólicos","Trastornos del metabolismo de los glucosaminoglicanos",5,0.0254086175765738
"Enfermedades endocrinas, nutricionales y metabólicas","Trastornos metabólicos","Trastornos del metabolismo de los minerales",8,0.0406537881225181
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Anomalías cromosómicas, no clasificadas en otra parte","Monosomías y supresiones de los autosomas, no  clasificadas en otra parte",3,0.0152451705459443
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Anomalías cromosómicas, no clasificadas en otra parte","Otras anomalías cromosómicas, no clasificadas en otra parte",21,0.10671619382161
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Anomalías cromosómicas, no clasificadas en otra parte","Otras trisomías y trisomías parciales de los autosomas, no clasificadas en otra parte",7,0.0355720646072034
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Anomalías cromosómicas, no clasificadas en otra parte","Síndrome de Down",45,0.228677558189164
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Anomalías cromosómicas, no clasificadas en otra parte","Síndrome de Edwards y síndrome  de Patau",53,0.269331346311683
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Anomalías cromosómicas, no clasificadas en otra parte","Síndrome de Turner",2,0.0101634470306295
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Fisura del paladar y labio leporino","Fisura del paladar",1,0.00508172351531476
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Malformaciones congénitas del sistema circulatorio","Malformaciones congénitas de la válvulas pulmonar y tricúspide",4,0.0203268940612591
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Malformaciones congénitas del sistema circulatorio","Malformaciones congénitas de las cámaras cardíacas y sus conexiones",12,0.0609806821837772
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Malformaciones congénitas del sistema circulatorio","Malformaciones congénitas de las grandes arterias",30,0.152451705459443
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Malformaciones congénitas del sistema circulatorio","Malformaciones congénitas de las grandes venas",4,0.0203268940612591
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Malformaciones congénitas del sistema circulatorio","Malformaciones congénitas de las válvulas aórtica y mitral",28,0.142288258428813
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Malformaciones congénitas del sistema circulatorio","Malformaciones congénitas de los tabiques cardíacos",30,0.152451705459443
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Malformaciones congénitas del sistema circulatorio","Otras malformaciones congénitas del corazón",74,0.376047540133293
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Malformaciones congénitas del sistema circulatorio","Otras malformaciones congénitas del sistema circulatorio",8,0.0406537881225181
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Malformaciones congénitas del sistema circulatorio","Otras malformaciones congénitas del sistema vascular periférico",12,0.0609806821837772
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Malformaciones congénitas del sistema nervioso","Anencefalia y malformaciones congénitas similares",15,0.0762258527297215
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Malformaciones congénitas del sistema nervioso","Espina bífida",10,0.0508172351531476
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Malformaciones congénitas del sistema nervioso","Hidrocéfalo congénito",15,0.0762258527297215
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Malformaciones congénitas del sistema nervioso","Microcefalia",7,0.0355720646072034
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Malformaciones congénitas del sistema nervioso","Otras malformaciones congénitas de la médula espinal",1,0.00508172351531476
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Malformaciones congénitas del sistema nervioso","Otras malformaciones congénitas del encéfalo",17,0.086389299760351
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Malformaciones congénitas del sistema nervioso","Otras malformaciones congénitas del sistema nervioso",4,0.0203268940612591
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Malformaciones congénitas del sistema respiratorio","Malformaciones congénitas de la laringe",1,0.00508172351531476
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Malformaciones congénitas del sistema respiratorio","Malformaciones congénitas de la tráquea y de los bronquios",2,0.0101634470306295
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Malformaciones congénitas del sistema respiratorio","Malformaciones congénitas del pulmón",12,0.0609806821837772
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Malformaciones congénitas del sistema respiratorio","Otras malformaciones congénitas del sistema respiratorio",1,0.00508172351531476
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Malformaciones congénitas del sistema urinario","Agenesia renal y otras malformaciones hipoplásicas del riñón",31,0.157533428974758
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Malformaciones congénitas del sistema urinario","Enfermedad quística del riñón",9,0.0457355116378329
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Malformaciones congénitas del sistema urinario","Otras malformaciones congénitas del riñón",1,0.00508172351531476
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Malformaciones congénitas del sistema urinario","Otras malformaciones congénitas del sistema urinario",1,0.00508172351531476
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Malformaciones y deformidades congénitas del sistema osteomuscular","Malformaciones congénitas de la columna vertebral y tórax óseo",2,0.0101634470306295
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Malformaciones y deformidades congénitas del sistema osteomuscular","Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",25,0.127043087882869
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Malformaciones y deformidades congénitas del sistema osteomuscular","Osteocondrodisplasia con defecto del crecimiento de los huesos largos y de la columna vertebral",11,0.0558989586684624
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Malformaciones y deformidades congénitas del sistema osteomuscular","Otras anomalías congénitas del (de los) miembro(s)",1,0.00508172351531476
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Malformaciones y deformidades congénitas del sistema osteomuscular","Otras malformaciones congénitas de los huesos del cráneo y de la cara",2,0.0101634470306295
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Malformaciones y deformidades congénitas del sistema osteomuscular","Otras osteocondrodisplasias",4,0.0203268940612591
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Otras malformaciones congénitas","Facomatosis, no clasificada en otra parte",4,0.0203268940612591
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Otras malformaciones congénitas","Otras malformaciones congénitas, no clasificadas en otra parte",37,0.188023770066646
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Otras malformaciones congénitas","Otros síndromes de malformaciones congénitas especificados que afectan múltiples sistemas",11,0.0558989586684624
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Otras malformaciones congénitas","Síndromes de malformaciones congénitas debidos a causas exógenas conocidas, no clasificados en otra parte",1,0.00508172351531476
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Otras malformaciones congénitas del sistema digestivo","Malformaciones congénitas de la vesícula biliar, de los conductos biliares y del hígado",3,0.0152451705459443
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Otras malformaciones congénitas del sistema digestivo","Malformaciones congénitas del esófago",2,0.0101634470306295
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Otras malformaciones congénitas del sistema digestivo","Otras malformaciones congénitas del intestino",3,0.0152451705459443
"Malformaciones congénitas, deformidades y anomalías cromosómicas","Otras malformaciones congénitas del sistema digestivo","Otras malformaciones congénitas del sistema digestivo",1,0.00508172351531476
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Causas de mortalidad mal definidas y desconocidas","Muerte sin asistencia",4,0.0203268940612591
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Causas de mortalidad mal definidas y desconocidas","Otras causas mal definidas y las no especificadas de mortalidad",2167,11.0120948576871
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Causas de mortalidad mal definidas y desconocidas","Otras muertes súbitas de causa desconocida",211,1.07224366173142
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Causas de mortalidad mal definidas y desconocidas","Síndrome de la muerte súbita infantil",14,0.0711441292144067
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Hallazgos anormales en el examen de sangre, sin diagnóstico","Nivel elevado de glucosa en sangre",3,0.0152451705459443
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Síntomas y signos generales","Caquexia",19,0.0965527467909805
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Síntomas y signos generales","Cefalea",1,0.00508172351531476
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Síntomas y signos generales","Choque, no clasificado en otra parte",185,0.940118850333232
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Síntomas y signos generales","Convulsiones, no clasificadas en otra parte",5,0.0254086175765738
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Síntomas y signos generales","Fiebre de otro origen y de origen desconocido",2,0.0101634470306295
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Síntomas y signos generales","Hemorragia, no clasificada en otra parte",4,0.0203268940612591
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Síntomas y signos generales","Malestar y fatiga",11,0.0558989586684624
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Síntomas y signos generales","Otros síntomas y signos generales",1379,7.00769672761906
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Síntomas y signos generales","Senilidad",235,1.19420502609897
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Síntomas y signos generales","Síncope y colapso",4,0.0203268940612591
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Síntomas y signos generales","Sindrome de respuesta inflamatoria sistémica",1,0.00508172351531476
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Síntomas y signos generales","Síntomas y signos concernientes a la alimentación y a la ingestión de líquidos",1,0.00508172351531476
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Síntomas y signos que involucran el conocimiento, la percepción, el estado emocional y la conducta","Otros síntomas y signos que involucran la función cognoscitiva y la conciencia",6,0.0304903410918886
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Síntomas y signos que involucran el conocimiento, la percepción, el estado emocional y la conducta","Somnolencia, estupor y coma",10,0.0508172351531476
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Síntomas y signos que involucran el sistema digestivo y el abdomen","Ascitis",1,0.00508172351531476
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Síntomas y signos que involucran el sistema digestivo y el abdomen","Disfagia",9,0.0457355116378329
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Síntomas y signos que involucran el sistema digestivo y el abdomen","Dolor abdominal y pélvico",9,0.0457355116378329
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Síntomas y signos que involucran el sistema digestivo y el abdomen","Ictericia no especificada",1,0.00508172351531476
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Síntomas y signos que involucran el sistema digestivo y el abdomen","Náusea y vómito",8,0.0406537881225181
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Síntomas y signos que involucran el sistema urinario","Hematuria, no especificada",2,0.0101634470306295
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Síntomas y signos que involucran la piel y el tejido subcutáneo","Tumefacción, masa  o prominencia de la piel y del tejido subcutáneo localizados",1,0.00508172351531476
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Síntomas y signos que involucran los sistemas circulatorio y respiratorio","Anormalidades de la respiración",2,0.0101634470306295
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Síntomas y signos que involucran los sistemas circulatorio y respiratorio","Anormalidades del latido cardíaco",26,0.132124811398184
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Síntomas y signos que involucran los sistemas circulatorio y respiratorio","Dolor de garganta y en el pecho",3,0.0152451705459443
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Síntomas y signos que involucran los sistemas circulatorio y respiratorio","Hemorragia de las vías respiratorias",21,0.10671619382161
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Síntomas y signos que involucran los sistemas circulatorio y respiratorio","Otros síntomas y signos que involucran los sistemas circulatorio y respiratorio",43,0.218514111158535
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Síntomas y signos que involucran los sistemas nervioso y osteomuscular","Anormalidades de la marcha y de la movilidad",120,0.609806821837772
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Síntomas y signos que involucran los sistemas nervioso y osteomuscular","Otras fallas de coordinación",1,0.00508172351531476
"Trastornos mentales y del comportamiento","Esquizofrenia, trastornos esquizotípicos y trastornos delirantes","Esquizofrenia",39,0.198187217097276
"Trastornos mentales y del comportamiento","Esquizofrenia, trastornos esquizotípicos y trastornos delirantes","Psicosis de origen no orgánico, no especificada",2,0.0101634470306295
"Trastornos mentales y del comportamiento","Esquizofrenia, trastornos esquizotípicos y trastornos delirantes","Trastornos esquizoafectivos",1,0.00508172351531476
"Trastornos mentales y del comportamiento","Retraso mental","Retraso mental grave",5,0.0254086175765738
"Trastornos mentales y del comportamiento","Retraso mental","Retraso mental, no especificado",9,0.0457355116378329
"Trastornos mentales y del comportamiento","Síndromes del comportamiento asociados con alteraciones fisiológicas y factores físicos","Abuso de sustancias que no producen dependencia",1,0.00508172351531476
"Trastornos mentales y del comportamiento","Síndromes del comportamiento asociados con alteraciones fisiológicas y factores físicos","Trastornos de la ingestión de alimentos",1,0.00508172351531476
"Trastornos mentales y del comportamiento","Trastornos de la personalidad y del comportamiento en adultos","Otros trastornos de la personalidad y del comportamiento en adultos",1,0.00508172351531476
"Trastornos mentales y del comportamiento","Trastornos del desarrollo psicológico","Trastornos generalizados del desarrollo",5,0.0254086175765738
"Trastornos mentales y del comportamiento","Trastornos del humor [afectivos]","Episodio depresivo",22,0.111797917336925
"Trastornos mentales y del comportamiento","Trastornos del humor [afectivos]","Trastorno afectivo bipolar",4,0.0203268940612591
"Trastornos mentales y del comportamiento","Trastornos del humor [afectivos]","Trastorno del humor [afectivos] persistentes",1,0.00508172351531476
"Trastornos mentales y del comportamiento","Trastornos mentales orgánicos, incluidos los trastornos sintomáticos","Delirio, no inducido por alcohol o por otras sustancias psicoactivas",36,0.182942046551332
"Trastornos mentales y del comportamiento","Trastornos mentales orgánicos, incluidos los trastornos sintomáticos","Demencia , no especificada",1845,9.37577988575574
"Trastornos mentales y del comportamiento","Trastornos mentales orgánicos, incluidos los trastornos sintomáticos","Demencia vascular",175,0.889301615180084
"Trastornos mentales y del comportamiento","Trastornos mentales orgánicos, incluidos los trastornos sintomáticos","Otros trastornos mentales debidos a lesión y disfunción cerebral, y a enfermedad física",66,0.335393752010774
"Trastornos mentales y del comportamiento","Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas","Trastornos mentales y del comportamiento debidos al uso de alcohol",290,1.47369981944128
"Trastornos mentales y del comportamiento","Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas","Trastornos mentales y del comportamiento debidos al uso de cocaína",7,0.0355720646072034
"Trastornos mentales y del comportamiento","Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas","Trastornos mentales y del comportamiento debidos al uso de múltiples drogas y al uso de otras sustancias psicoactivas",34,0.172778599520702
"Trastornos mentales y del comportamiento","Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas","Trastornos mentales y del comportamiento debidos al uso de tabaco",29,0.147369981944128
"Trastornos mentales y del comportamiento","Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos","Neurastenia",2,0.0101634470306295
"Trastornos mentales y del comportamiento","Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos","Reacción al estrés grave y trastornos de adaptación",1,0.00508172351531476
"Trastornos mentales y del comportamiento","Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos","Trastornos disociativos [de conversión]",3,0.0152451705459443
"Trastornos mentales y del comportamiento","Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos","Trastornos somatomorfos",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Algunas complicaciones precoces de traumatismos","Algunas complicaciones precoces de traumatismos, no clasificadas en otra parte",5,0.0254086175765738
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Complicaciones de la atención médica y quirúrgica, no clasificadas en otra parte","Complicaciones de dispositivos protésicos, implantes e injertos cardiovasculares",26,0.132124811398184
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Complicaciones de la atención médica y quirúrgica, no clasificadas en otra parte","Complicaciones de dispositivos protésicos, implantes e injertos ortopédicos internos",29,0.147369981944128
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Complicaciones de la atención médica y quirúrgica, no clasificadas en otra parte","Complicaciones de dispositivos, implantes e injertos genitourinarios",6,0.0304903410918886
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Complicaciones de la atención médica y quirúrgica, no clasificadas en otra parte","Complicaciones de otros dispositivos protésicos, implantes e injertos internos",51,0.259167899281053
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Complicaciones de la atención médica y quirúrgica, no clasificadas en otra parte","Complicaciones de procedimientos, no clasificadas en otra parte",32,0.162615152490072
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Complicaciones de la atención médica y quirúrgica, no clasificadas en otra parte","Complicaciones peculiares de la reinserción y amputación",7,0.0355720646072034
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Complicaciones de la atención médica y quirúrgica, no clasificadas en otra parte","Falla y rechazo del trasplante de órganos y tejidos",7,0.0355720646072034
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Complicaciones de la atención médica y quirúrgica, no clasificadas en otra parte","Otras complicaciones de la atención médica y quirúrgica, no clasificadas en otra parte",15,0.0762258527297215
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Congelamiento","Congelamiento que afecta múltiples regiones del cuerpo y congelamiento no especificado",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Efectos de cuerpos extraños que penetran por orificios naturales","Cuerpo extraño en el tubo digestivo",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Efectos de cuerpos extraños que penetran por orificios naturales","Cuerpo extraño en las vías respiratorias",140,0.711441292144067
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Efectos tóxicos de sustancias de procedencia principalmente no medicinal","Efecto tóxico de disolventes orgánicos",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Efectos tóxicos de sustancias de procedencia principalmente no medicinal","Efecto tóxico de los derivados halogenados de los hidrocarburos alifáticos y aromáticos",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Efectos tóxicos de sustancias de procedencia principalmente no medicinal","Efecto tóxico de metales",2,0.0101634470306295
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Efectos tóxicos de sustancias de procedencia principalmente no medicinal","Efecto tóxico de otras sustancias inorgánicas",3,0.0152451705459443
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Efectos tóxicos de sustancias de procedencia principalmente no medicinal","Efecto tóxico de otras sustancias y las no especificadas",46,0.233759281704479
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Efectos tóxicos de sustancias de procedencia principalmente no medicinal","Efecto tóxico de otros gases, humos y vapores",86,0.43702822231707
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Efectos tóxicos de sustancias de procedencia principalmente no medicinal","Efecto tóxico de plaguicidas (pesticidas)",17,0.086389299760351
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Efectos tóxicos de sustancias de procedencia principalmente no medicinal","Efecto tóxico de sustancias corrosivas",5,0.0254086175765738
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Efectos tóxicos de sustancias de procedencia principalmente no medicinal","Efecto tóxico del alcohol",59,0.299821687403571
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Efectos tóxicos de sustancias de procedencia principalmente no medicinal","Efecto tóxico del contacto con animales venenosos",2,0.0101634470306295
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Efectos tóxicos de sustancias de procedencia principalmente no medicinal","Efecto tóxico del monóxido de carbono",65,0.33031202849546
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Envenenamiento por drogas, medicamentos y sustancias biológicas","Envenenamiento por agentes con acción principal sobre los músculos lisos y esqueléticos y sobre el sistema respiratorio",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Envenenamiento por drogas, medicamentos y sustancias biológicas","Envenenamiento por agentes principalmente sistémicos y hematológicos, no clasificados en otra parte",6,0.0304903410918886
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Envenenamiento por drogas, medicamentos y sustancias biológicas","Envenenamiento por agentes que afectan principalmente el sistema cardiovascular",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Envenenamiento por drogas, medicamentos y sustancias biológicas","Envenenamiento por analgésicos no narcóticos, antipiréticos y antirreumáticos",2,0.0101634470306295
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Envenenamiento por drogas, medicamentos y sustancias biológicas","Envenenamiento por antibióticos sistémicos",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Envenenamiento por drogas, medicamentos y sustancias biológicas","Envenenamiento por antiepilépticos, hipnóticos-sedantes y drogas antiparkinsonianas",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Envenenamiento por drogas, medicamentos y sustancias biológicas","Envenenamiento por diuréticos y otras drogas, medicamentos y sustancias biológicas no especificadas",57,0.289658240372942
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Envenenamiento por drogas, medicamentos y sustancias biológicas","Envenenamiento por hormonas y sus sustitutos y antagonistas sintéticos, no clasificados en otra parte",5,0.0254086175765738
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Envenenamiento por drogas, medicamentos y sustancias biológicas","Envenenamiento por narcóticos y psicodislépticos (alucinógenos)",17,0.086389299760351
